ts,round,wave,agent,x_families,y,model,split,metric,value,coverage,notes
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_add_i_miss_d_d3_n50,cv5_group,auroc,0.746802,0.2670,"CLOSE; 15-col + only i_miss_d; vs_quoted_shallowA=0.752; cv=0.7468±0.0326; n_x=16; mode=shallow; trees=50; collapsed=False; extra=i_miss_d; lag_extra=False; vs_0752=-0.0052; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.6950,1:0.7770,2:0.7650,3:0.7362,4:0.7609; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_add_i_miss_d_d3_n50,cv5_group,auroc_sd,0.0325565,0.2670,"CLOSE; 15-col + only i_miss_d; vs_quoted_shallowA=0.752; cv=0.7468±0.0326; n_x=16; mode=shallow; trees=50; collapsed=False; extra=i_miss_d; lag_extra=False; vs_0752=-0.0052; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.6950,1:0.7770,2:0.7650,3:0.7362,4:0.7609; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_transfer_x_ss_d3_n50,cv5_group,auroc,0.750179,0.2670,"CLOSE; B minus i_transfer_x_ss (B did not lift); vs_quoted_shallowA=0.752; cv=0.7502±0.0196; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0018; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7168,1:0.7671,2:0.7510,3:0.7562,4:0.7598; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_transfer_x_ss_d3_n50,cv5_group,auroc_sd,0.0195545,0.2670,"CLOSE; B minus i_transfer_x_ss (B did not lift); vs_quoted_shallowA=0.752; cv=0.7502±0.0196; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0018; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7168,1:0.7671,2:0.7510,3:0.7562,4:0.7598; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_transfer_x_salary_d3_n50,cv5_group,auroc,0.748495,0.2670,"CLOSE; B minus i_transfer_x_salary (B did not lift); vs_quoted_shallowA=0.752; cv=0.7485±0.0185; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0035; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7164,1:0.7635,2:0.7523,3:0.7569,4:0.7534; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_transfer_x_salary_d3_n50,cv5_group,auroc_sd,0.0184515,0.2670,"CLOSE; B minus i_transfer_x_salary (B did not lift); vs_quoted_shallowA=0.752; cv=0.7485±0.0185; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0035; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7164,1:0.7635,2:0.7523,3:0.7569,4:0.7534; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_io_x_zeroin_d3_n50,cv5_group,auroc,0.751724,0.2670,"CLOSE; B minus i_io_x_zeroin (B did not lift); vs_quoted_shallowA=0.752; cv=0.7517±0.0156; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0003; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7254,1:0.7666,2:0.7536,3:0.7541,4:0.7589; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_io_x_zeroin_d3_n50,cv5_group,auroc_sd,0.0156185,0.2670,"CLOSE; B minus i_io_x_zeroin (B did not lift); vs_quoted_shallowA=0.752; cv=0.7517±0.0156; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0003; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7254,1:0.7666,2:0.7536,3:0.7541,4:0.7589; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_dso_x_dsr_d3_n50,cv5_group,auroc,0.745557,0.2670,"CLOSE; B minus i_dso_x_dsr (B did not lift); vs_quoted_shallowA=0.752; cv=0.7456±0.0269; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0064; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7005,1:0.7709,2:0.7559,3:0.7447,4:0.7558; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_dso_x_dsr_d3_n50,cv5_group,auroc_sd,0.0268503,0.2670,"CLOSE; B minus i_dso_x_dsr (B did not lift); vs_quoted_shallowA=0.752; cv=0.7456±0.0269; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_gap_x_supphhi,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0064; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7005,1:0.7709,2:0.7559,3:0.7447,4:0.7558; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_gap_x_supphhi_d3_n50,cv5_group,auroc,0.751213,0.2670,"CLOSE; B minus i_gap_x_supphhi (B did not lift); vs_quoted_shallowA=0.752; cv=0.7512±0.0201; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0008; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7154,1:0.7632,2:0.7608,3:0.7572,4:0.7594; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_gap_x_supphhi_d3_n50,cv5_group,auroc_sd,0.0201357,0.2670,"CLOSE; B minus i_gap_x_supphhi (B did not lift); vs_quoted_shallowA=0.752; cv=0.7512±0.0201; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_io_x_dsr,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0008; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7154,1:0.7632,2:0.7608,3:0.7572,4:0.7594; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_io_x_dsr_d3_n50,cv5_group,auroc,0.750671,0.2670,"CLOSE; B minus i_io_x_dsr (B did not lift); vs_quoted_shallowA=0.752; cv=0.7507±0.0164; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0013; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7227,1:0.7660,2:0.7532,3:0.7540,4:0.7574; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_io_x_dsr_d3_n50,cv5_group,auroc_sd,0.0164443,0.2670,"CLOSE; B minus i_io_x_dsr (B did not lift); vs_quoted_shallowA=0.752; cv=0.7507±0.0164; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_miss_e,i_miss_d; lag_extra=False; vs_0752=-0.0013; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7227,1:0.7660,2:0.7532,3:0.7540,4:0.7574; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_miss_e_d3_n50,cv5_group,auroc,0.753046,0.2670,"CLOSE; B minus i_miss_e (B did not lift); vs_quoted_shallowA=0.752; cv=0.7530±0.0209; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_d; lag_extra=False; vs_0752=+0.0010; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7157,1:0.7614,2:0.7606,3:0.7625,4:0.7650; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_miss_e_d3_n50,cv5_group,auroc_sd,0.020948,0.2670,"CLOSE; B minus i_miss_e (B did not lift); vs_quoted_shallowA=0.752; cv=0.7530±0.0209; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_d; lag_extra=False; vs_0752=+0.0010; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7157,1:0.7614,2:0.7606,3:0.7625,4:0.7650; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_miss_d_d3_n50,cv5_group,auroc,0.749795,0.2670,"CLOSE; B minus i_miss_d (B did not lift); vs_quoted_shallowA=0.752; cv=0.7498±0.0192; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e; lag_extra=False; vs_0752=-0.0022; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7157,1:0.7607,2:0.7565,3:0.7556,4:0.7604; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_legal_drop_i_miss_d_d3_n50,cv5_group,auroc_sd,0.019202,0.2670,"CLOSE; B minus i_miss_d (B did not lift); vs_quoted_shallowA=0.752; cv=0.7498±0.0192; n_x=22; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_io_x_zeroin,i_dso_x_dsr,i_gap_x_supphhi,i_io_x_dsr,i_miss_e; lag_extra=False; vs_0752=-0.0022; vs_single=c_n_days_with_tx 0.6893602930107556; folds=0:0.7157,1:0.7607,2:0.7565,3:0.7556,4:0.7604; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_shap_lags_d3_n50,cv5_group,auroc,0.751847,0.2670,"CLOSE; 15-col + SHAP pairs + lags 1,3 of those i_*; vs_quoted_shallowA=0.752; cv=0.7518±0.0257; n_x=21; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary; lag_extra=True; vs_0752=-0.0002; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7066,1:0.7625,2:0.7696,3:0.7563,4:0.7642; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_shap_lags_d3_n50,cv5_group,auroc_sd,0.0257417,0.2670,"CLOSE; 15-col + SHAP pairs + lags 1,3 of those i_*; vs_quoted_shallowA=0.752; cv=0.7518±0.0257; n_x=21; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary; lag_extra=True; vs_0752=-0.0002; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7066,1:0.7625,2:0.7696,3:0.7563,4:0.7642; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_shap_es400,cv5_group,auroc,0.737851,0.2670,"CLOSE; diagnostic 400+ES on A; do not KEEP if trees collapse; vs_quoted_shallowA=0.752; cv=0.7379±0.0319; n_x=17; mode=es; trees=50; collapsed=True; extra=i_transfer_x_ss,i_transfer_x_salary; lag_extra=False; vs_0752=-0.0141; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.6812,1:0.7539,2:0.7530,3:0.7459,4:0.7552; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:10,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_shap_es400,cv5_group,auroc_sd,0.0318578,0.2670,"CLOSE; diagnostic 400+ES on A; do not KEEP if trees collapse; vs_quoted_shallowA=0.752; cv=0.7379±0.0319; n_x=17; mode=es; trees=50; collapsed=True; extra=i_transfer_x_ss,i_transfer_x_salary; lag_extra=False; vs_0752=-0.0141; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.6812,1:0.7539,2:0.7530,3:0.7459,4:0.7552; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best add_i_dso_x_dsr=0.7542)"
2026-09-19T01:11,R4,4,88f17954,A+C+F,y3_recover_cash_6m,lgbm_y3_core_shap_d3_n50,cv5_group,auroc,0.751971,0.2670,"CLOSE; reproduce shallow-A 15-col; 50 / depth-3; never B; vs_quoted_shallowA=0.752; cv=0.7520±0.0366; n_x=15; mode=shallow; trees=50; collapsed=False; extra=none; lag_extra=False; vs_0752=-0.0000; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.6891,1:0.7804,2:0.7691,3:0.7518,4:0.7695; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F,y3_recover_cash_6m,lgbm_y3_core_shap_d3_n50,cv5_group,auroc_sd,0.0366165,0.2670,"CLOSE; reproduce shallow-A 15-col; 50 / depth-3; never B; vs_quoted_shallowA=0.752; cv=0.7520±0.0366; n_x=15; mode=shallow; trees=50; collapsed=False; extra=none; lag_extra=False; vs_0752=-0.0000; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.6891,1:0.7804,2:0.7691,3:0.7518,4:0.7695; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dsr_pair_d3_n50,cv5_group,auroc,0.754908,0.2670,"CLOSE; 15-col + the two modest single-adds (dso×dsr, io×dsr); vs_quoted_shallowA=0.752; cv=0.7549±0.0258; n_x=17; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr,i_io_x_dsr; lag_extra=False; vs_0752=+0.0029; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7114,1:0.7765,2:0.7581,3:0.7564,4:0.7721; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dsr_pair_d3_n50,cv5_group,auroc_sd,0.0258379,0.2670,"CLOSE; 15-col + the two modest single-adds (dso×dsr, io×dsr); vs_quoted_shallowA=0.752; cv=0.7549±0.0258; n_x=17; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr,i_io_x_dsr; lag_extra=False; vs_0752=+0.0029; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7114,1:0.7765,2:0.7581,3:0.7564,4:0.7721; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dsr_ss_d3_n50,cv5_group,auroc,0.761489,0.2670,"CLOSE; C + i_transfer_x_ss (best three single-adds that were ≥ baseline); vs_quoted_shallowA=0.752; cv=0.7615±0.0238; n_x=18; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr,i_io_x_dsr,i_transfer_x_ss; lag_extra=False; vs_0752=+0.0095; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7211,1:0.7772,2:0.7625,3:0.7661,4:0.7805; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dsr_ss_d3_n50,cv5_group,auroc_sd,0.0237894,0.2670,"CLOSE; C + i_transfer_x_ss (best three single-adds that were ≥ baseline); vs_quoted_shallowA=0.752; cv=0.7615±0.0238; n_x=18; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr,i_io_x_dsr,i_transfer_x_ss; lag_extra=False; vs_0752=+0.0095; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7211,1:0.7772,2:0.7625,3:0.7661,4:0.7805; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_pruned_d3_n50,cv5_group,auroc,0.757101,0.2670,"CLOSE; B minus miss flags / zeroin / gap (the single-add losers); vs_quoted_shallowA=0.752; cv=0.7571±0.0276; n_x=19; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_dso_x_dsr,i_io_x_dsr; lag_extra=False; vs_0752=+0.0051; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7096,1:0.7705,2:0.7659,3:0.7596,4:0.7799; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_pruned_d3_n50,cv5_group,auroc_sd,0.0275705,0.2670,"CLOSE; B minus miss flags / zeroin / gap (the single-add losers); vs_quoted_shallowA=0.752; cv=0.7571±0.0276; n_x=19; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary,i_dso_x_dsr,i_io_x_dsr; lag_extra=False; vs_0752=+0.0051; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7096,1:0.7705,2:0.7659,3:0.7596,4:0.7799; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dsr_lags_d3_n50,cv5_group,auroc,0.758596,0.2670,"CLOSE; C plus lags 1,3 of the two dsr products (acf1 0.48 / 0.64 in report); vs_quoted_shallowA=0.752; cv=0.7586±0.0260; n_x=21; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr,i_io_x_dsr; lag_extra=True; vs_0752=+0.0066; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7147,1:0.7813,2:0.7659,3:0.7576,4:0.7735; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dsr_lags_d3_n50,cv5_group,auroc_sd,0.0260426,0.2670,"CLOSE; C plus lags 1,3 of the two dsr products (acf1 0.48 / 0.64 in report); vs_quoted_shallowA=0.752; cv=0.7586±0.0260; n_x=21; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr,i_io_x_dsr; lag_extra=True; vs_0752=+0.0066; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7147,1:0.7813,2:0.7659,3:0.7576,4:0.7735; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dso_lags_d3_n50,cv5_group,auroc,0.75865,0.2670,"CLOSE; 15-col + i_dso_x_dsr + lags 1,3; vs_quoted_shallowA=0.752; cv=0.7587±0.0269; n_x=18; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr; lag_extra=True; vs_0752=+0.0067; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7135,1:0.7816,2:0.7671,3:0.7565,4:0.7746; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,A+C+F+I,y3_recover_cash_6m,lgbm_y3_i_dso_lags_d3_n50,cv5_group,auroc_sd,0.0269107,0.2670,"CLOSE; 15-col + i_dso_x_dsr + lags 1,3; vs_quoted_shallowA=0.752; cv=0.7587±0.0269; n_x=18; mode=shallow; trees=50; collapsed=False; extra=i_dso_x_dsr; lag_extra=True; vs_0752=+0.0067; vs_single=c_n_days_with_tx 0.7114423276043065; folds=0:0.7135,1:0.7816,2:0.7671,3:0.7565,4:0.7746; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
2026-09-19T01:11,R4,4,88f17954,I,y3_recover_cash_6m,lgbm_y3_i_only_shap_d3_n50,cv5_group,auroc,0.66227,0.2670,"CLOSE; SHAP-pair i_* only (no 15-col) — isolate I signal; vs_quoted_shallowA=0.752; cv=0.6623±0.0322; n_x=2; mode=shallow; trees=50; collapsed=False; extra=i_transfer_x_ss,i_transfer_x_salary; lag_extra=False; vs_0752=-0.0897; vs_single=i_transfer_x_ss 0.5530899208334323; folds=0:0.7052,1:0.6405,2:0.6682,3:0.6221,4:0.6753; train=5648/402/0.0712; quote=cv5_group_not_holdout; merge_i=False; no extra-col set reaches 0.772; within 0.02 of 0.752 is no real lift — do not merge I (best C3=0.7615)"
